Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Jakarta Pusat,22,0,0,238,238,28-03-2020
Jakarta Barat,98,0,0,315,315,28-03-2020
Jakarta Utara,35,0,0,337,337,28-03-2020
Jakarta Timur,70,0,0,347,347,28-03-2020
Jakarta Selatan,107,0,0,475,475,28-03-2020
Kabupaten Administrasi Kepulauan Seribu,0,0,0,0,0,28-03-2020
