Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Yogyakarta,4,1,0,283,31,29-03-2020
Sleman,8,0,0,464,33,29-03-2020
Kulon Progo,1,0,0,126,7,29-03-2020
Gunung Kidul,1,0,0,457,8,29-03-2020
Bantul,3,0,0,286,37,29-03-2020
