Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Jakarta Pusat,22,0,0,242,307,27-03-2020
Jakarta Barat,98,0,0,312,232,27-03-2020
Jakarta Utara,35,0,0,327,459,27-03-2020
Jakarta Timur,70,0,0,332,325,27-03-2020
Jakarta Selatan,107,0,0,461,323,27-03-2020
Kabupaten Administrasi Kepulauan Seribu,0,0,0,0,0,27-03-2020
