Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Jakarta Pusat,22,0,0,252,252,30-03-2020
Jakarta Barat,98,0,0,338,338,30-03-2020
Jakarta Utara,35,0,0,361,361,30-03-2020
Jakarta Timur,70,0,0,398,398,30-03-2020
Jakarta Selatan,107,0,0,507,507,30-03-2020
Kabupaten Administrasi Kepulauan Seribu,0,0,0,0,0,30-03-2020
