Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Yogyakarta,4,1,0,294,31,30-03-2020
Sleman,8,0,0,519,38,30-03-2020
Kulon Progo,1,0,0,134,7,30-03-2020
Gunung Kidul,1,0,0,566,11,30-03-2020
Bantul,3,0,0,334,49,30-03-2020
