Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Kabupaten Pandeglang,0,0,0,523,7,30-03-2020
Kabupaten Lebak,0,0,0,75,1,30-03-2020
Kabupaten Tangerang,18,1,0,236,71,30-03-2020
Kabupaten Serang,0,0,0,385,9,30-03-2020
Kota Tangerang,24,1,4,463,97,30-03-2020
Kota Cilegon,0,0,0,210,2,30-03-2020
Kota Serang,0,0,0,78,4,30-03-2020
Kota Tangerang Selatan,35,0,3,256,116,30-03-2020
