Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Yogyakarta,4,1,0,195,20,26-03-2020
Sleman,8,0,0,303,23,26-03-2020
Kulon Progo,1,0,0,72,5,26-03-2020
Gunung Kidul,1,0,0,292,4,26-03-2020
Bantul,2,0,0,157,28,26-03-2020
