Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Jakarta Pusat,22,0,0,267,267,01/04/2020
Jakarta Barat,98,0,0,353,353,01/04/2020
Jakarta Utara,35,0,0,399,399,01/04/2020
Jakarta Timur,70,0,0,425,425,01/04/2020
Jakarta Selatan,107,0,0,568,568,01/04/2020
Kabupaten Administrasi Kepulauan Seribu,0,0,0,0,0,01/04/2020
