Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Jakarta Pusat,22,0,0,307,307,27-03-2020
Jakarta Barat,95,0,0,232,232,27-03-2020
Jakarta Utara,31,0,0,459,459,27-03-2020
Jakarta Timur,66,0,0,325,325,27-03-2020
Jakarta Selatan,108,0,0,323,323,27-03-2020
Kepulauan Seribu,0,0,0,0,0,27-03-2020
