Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Kabupaten Pandeglang,0,0,0,244,6,27-03-2020
Kabupaten Lebak,0,0,0,53,0,27-03-2020
Kabupaten Tangerang,17,1,0,142,41,27-03-2020
Kabupaten Serang,0,0,0,224,6,27-03-2020
Kota Tangerang,13,0,4,291,54,27-03-2020
Kota Cilegon,0,0,0,93,1,27-03-2020
Kota Serang,0,0,0,53,4,27-03-2020
Kota Tangerang Selatan,14,0,3,192,89,27-03-2020
