Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Yogyakarta,4,1,0,308,33,30-03-2020
Sleman,8,0,0,528,40,30-03-2020
Kulon Progo,1,0,0,163,7,30-03-2020
Gunung Kidul,1,0,0,582,14,30-03-2020
Bantul,3,0,0,374,57,30-03-2020
