Kabupaten/Kota,Positif,Sembuh,Meninggal,Odp,Pdp,Terakhir Update
Jakarta Pusat,22,0,0,262,262,30-03-2020
Jakarta Barat,98,0,0,343,343,30-03-2020
Jakarta Utara,35,0,0,374,374,30-03-2020
Jakarta Timur,70,0,0,405,405,30-03-2020
Jakarta Selatan,107,0,0,520,520,30-03-2020
Kabupaten Administrasi Kepulauan Seribu,0,0,0,0,0,30-03-2020
